SQLSDEVVMDB01,DATA,1,tempdev,8,17,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'tempdev', SIZE = 17MB);",H:\TempDB\tempdb.mdf
SQLSDEVVMDB01,LOG,2,templog,0,2,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'templog', SIZE = 2MB);",H:\TempDB\templog.ldf
SQLSDEVVMDB02,DATA,1,tempdev,8,10,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'tempdev', SIZE = 10MB);",H:\TEMPDB\tempdb.mdf
SQLSDEVVMDB02,LOG,2,templog,0,3,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'templog', SIZE = 3MB);",H:\TEMPDB\templog.ldf
SQLSDEVVMDB03,DATA,1,tempdev,8,10,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'tempdev', SIZE = 10MB);",H:\TEMPDB\tempdb.mdf
SQLSDEVVMDB03,LOG,2,templog,0,3,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'templog', SIZE = 3MB);",H:\TEMPDB\templog.ldf
CP-SQLSTG-03,DATA,1,tempdev,8,72,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'tempdev', SIZE = 72MB);",G:\Tempdb\tempdb.mdf
CP-SQLSTG-03,LOG,2,templog,8,72,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'templog', SIZE = 72MB);",G:\Tempdb\templog.ldf
CP-SQLSTG-03,DATA,3,temp2,8,72,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'temp2', SIZE = 72MB);",G:\Tempdb\tempdb_mssql_2.ndf
INFA-SQLPROD-01,DATA,1,tempdev,8,1869,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'tempdev', SIZE = 1869MB);",F:\MSSQL\Data\tempdb.mdf
CHIME-DB-01,DATA,1,tempdev,8,37,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'tempdev', SIZE = 37MB);",G:\TEMPDB\tempdb.mdf
DBA-SQLQA-01\I01,DATA,1,tempdev,8,72,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'tempdev', SIZE = 72MB);",H:\TempDB\tempdb.mdf
DBA-SQLQA-01\I01,DATA,3,temp2,8,72,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'temp2', SIZE = 72MB);",H:\TempDB\tempdb_mssql_2.ndf
DBA-SQLQA-01\I01,DATA,4,temp3,8,72,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'temp3', SIZE = 72MB);",H:\TempDB\tempdb_mssql_3.ndf
DBA-SQLQA-01\I01,DATA,5,temp4,8,72,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'temp4', SIZE = 72MB);",H:\TempDB\tempdb_mssql_4.ndf
FTP-DB1,DATA,1,tempdev,8,80,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'tempdev', SIZE = 80MB);",E:\Program Files\Microsoft SQL Server\MSSQL11.MSSQLSERVER\MSSQL\DATA\tempdb.mdf
CP-SQLQA-02,LOG,2,templog,8,72,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'templog', SIZE = 72MB);",G:\Tempdb\templog.ldf
OCR-SQLPRD-08,LOG,2,templog,16249,28709,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'templog', SIZE = 28709MB);",G:\TEMPDB\templog.ldf
CP-SQLSTG-02,DATA,1,tempdev,8,72,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'tempdev', SIZE = 72MB);",G:\Tempdb\tempdb.mdf
CP-SQLSTG-02,LOG,2,templog,8,72,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'templog', SIZE = 72MB);",G:\Tempdb\templog.ldf
CP-SQLSTG-02,DATA,3,temp2,8,72,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'temp2', SIZE = 72MB);",G:\Tempdb\tempdb_mssql_2.ndf
NWX-SQLPRD-01,DATA,1,tempdev,8,2248,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'tempdev', SIZE = 2248MB);",D:\Program Files\Microsoft SQL Server\MSSQL13.MSSQLSERVER\MSSQL\DATA\tempdb.mdf
NWX-SQLPRD-01,DATA,3,temp2,8,2248,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'temp2', SIZE = 2248MB);",F:\TEMPDB\tempdb_mssql_2.ndf
NWX-SQLPRD-01,DATA,4,temp3,8,2248,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'temp3', SIZE = 2248MB);",D:\Program Files\Microsoft SQL Server\MSSQL13.MSSQLSERVER\MSSQL\Data\tempdb_mssql_3.ndf
NWX-SQLPRD-01,DATA,5,temp4,8,2248,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'temp4', SIZE = 2248MB);",F:\TEMPDB\tempdb_mssql_4.ndf
OCR-SQLPRD-01,DATA,1,tempdev,509,1039,*** GROWN ***,"ALTER DATABASE TempDB MODIFY FILE (NAME = 'tempdev', SIZE = 1039MB);",G:\TEMPDB\tempdb.mdf
